id,gender,description,season,masterCategory,subCategory,simplifiedColour,sleeve_type,neck_type
58010,Women,"Pink knit top, print front, round neckline, short sleeves elasticated ruching at sides give curved hemline effect",Fall,Apparel,Topwear,Pink/Purple,long sleeve,turtle neck
58011,Women,"Blue top, round neckline, short sleeves metal detail shoulders front",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
58012,Women,"Green off white printed, knit top, round neckline buttoned closure centre key hole detail below it, short sleeves elasticated at waist",Fall,Apparel,Topwear,Green,long sleeve,turtle neck
58013,Women,"Blue white, knit, check printed top, cowl neckline three quarter sleeves",Fall,Apparel,Topwear,Blue,long sleeve,turtle neck
58014,Women,"Dark grey, sleeveless, knit top, round neckline, layered ruffles beaded detail around neckline, layer that ends near waist beaded detail beaded detail at hemline",Fall,Apparel,Topwear,Black/Gray,long sleeve,turtle neck
58015,Women,"Pink printed top, deep V neckline, three quarter sleeves layer top plastic ring detail",Fall,Apparel,Topwear,White,long sleeve,turtle neck
5802,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Blue,short sleeve,polo
5803,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Blue,short sleeve,round neck
5805,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Pink/Purple,sleeveless,round neck
5806,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Red,sleeveless,round neck
5807,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Blue,short sleeve,boat neck
5814,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,White,sleeveless,boat neck
58158,Women,"Maroon shrug long sleeves, shawl neck ends at waist at back extends below knee front style it multiple ways, rectangular shape when opened",Fall,Apparel,Topwear,Red,long sleeve,turtle neck
5816,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Red,short sleeve,round neck
5818,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,White,sleeveless,round neck
5820,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Orange/Yellow,short sleeve,boat neck
58209,Women,"Printed patiala trousers multi-coloured floral print white, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Fall,Apparel,shirt,Orange/Yellow,long sleeve,turtle neck
58210,Women,"Multi-coloured printed patiala trousers overtones blue, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Fall,Apparel,shirt,Black/Gray,long sleeve,turtle neck
58211,Women,"Multi-coloured printed patiala trousers overtones red, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Fall,Apparel,shirt,Red,long sleeve,turtle neck
58212,Women,"Printed patiala trousers multi-coloured floral print white, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Fall,Apparel,shirt,White,long sleeve,turtle neck
58213,Women,"Printed patiala trousers multi-coloured floral print red, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Fall,Apparel,shirt,Red,long sleeve,turtle neck
58214,Women,"Printed patiala trousers multi-coloured floral print brown, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Fall,Apparel,shirt,Orange/Yellow,long sleeve,turtle neck
58215,Women,"Printed patiala trousers multi-coloured floral print white, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Fall,Apparel,shirt,Orange/Yellow,long sleeve,turtle neck
58216,Women,"Printed patiala trousers multi-coloured floral print white, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Fall,Apparel,shirt,Orange/Yellow,long sleeve,turtle neck
58218,Women,"Printed patiala trousers multi-coloured floral print white, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Summer,Apparel,shirt,Orange/Yellow,short sleeve,boat neck
5822,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Pink/Purple,sleeveless,round neck
58220,Women,"Printed patiala trousers multi-coloured floral print white, broad waistband drawstring, tightly stitched pleats at front back that flare out below hip region, patialas flare at seat region up knee taper knee towards hem",Summer,Apparel,shirt,Orange/Yellow,sleeveless,boat neck
58222,Women,"Blue denim jeans top stitch detail, heavily washed wash, two scoop pockets front mock welt pocket right , yoke two patch pockets at back, waistband loops, zippered fly button, leather patch branding waistband at back",Summer,Apparel,shirt,Blue,short sleeve,round neck
58225,Men,"Pink white striped T-shirt, single jersey knit, round neck white binding, short buttoned placket down front, short sleeves, straight hem",Summer,Apparel,Topwear,White,short sleeve,polo
5824,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Green,sleeveless,round neck
5827,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Black/Gray,sleeveless,polo
5829,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Blue,short sleeve,round neck
5830,Men,"White round neck t-shirt ribbed neckline, separate upper chest panel detail, bold graphic chest brand tab left sleeve hem",Summer,Apparel,Topwear,White,sleeveless,polo
5832,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Orange/Yellow,short sleeve,boat neck
58349,Men,"Blue t-shirt that round ribbed neck, short sleeves graphic print chest",Summer,Apparel,Topwear,Blue,sleeveless,round neck
5835,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,White,sleeveless,round neck
58351,Men,"Blue t-shirt that round ribbed neck, short sleeves graphic print chest",Summer,Apparel,Topwear,Blue,short sleeve,polo
58357,Men,"Brown t-shirt that round ribbed neck, short sleeves slightly distressed graphic print front",Summer,Apparel,Topwear,Brown,sleeveless,round neck
58358,Men,"Navy blue t-shirt that round ribbed neck, short sleeves, rubber graphic print chest",Summer,Apparel,Topwear,Blue,short sleeve,round neck
5836,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Pink/Purple,short sleeve,polo
58372,Men,"Beige t-shirt that round ribbed neck, short sleeves graphic print chest",Summer,Apparel,Topwear,Brown,sleeveless,round neck
58375,Men,"Bluish grey t-shirt that round ribbed neck, short sleeves graphic print chest",Summer,Apparel,Topwear,Blue,sleeveless,polo
5838,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,White,short sleeve,polo
58381,Men,"Grey t-shirt that round ribbed neck, short sleeves, rubber graphic print chest",Summer,Apparel,Topwear,Black/Gray,short sleeve,polo
58385,Men,"Dark Grey t-shirt that round ribbed neck, short sleeves graphic print front",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
58394,Men,"Charcoal shirt mandarin collar, long sleeves, buttoned placket front, insert pocket left chest, graphical text back yoke curved hem branding left side",Summer,Apparel,Topwear,Black/Gray,short sleeve,round neck
58395,Men,"Dark purple shirt, mandarin collar, buttoned placket, long sleeves buttoned cuffs, stitch detailing, patch pocket left chest, branding graphic print yoke at back curved hem",Summer,Apparel,Topwear,Pink/Purple,sleeveless,round neck
5841,Men,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Red,short sleeve,round neck
58411,Men,"Blue jeans washed look, flat front two insert pockets, two pockets back embroidered detailing, comfortable waistband loops, brand patch waistband at back metal button zipper closure front",Summer,Apparel,shirt,Blue,sleeveless,round neck
58418,Men,"Blue washed jeans, button zipped closure, belt loops around waist, brand patch at back waistband, two insert pockets front patch pocket inside right insert pocket two patch pockets at back stitched detail",Summer,Apparel,shirt,Blue,short sleeve,polo
58425,Women,"Printed grey yellow dress boat neck, short extended sleeves, elasticated smocking at waist front gathers, flared silhouette, comes grey slip wear underneath",Summer,Apparel,Dress,Black/Gray,sleeveless,round neck
58439,Women,"Black dress round ribbed neck, three quarter sleeves, white horizontal stripes front sleeves, inverted box pleat front, two pockets striped hem below waist sides",Summer,Apparel,Dress,Black/Gray,short sleeve,round neck
5844,Women,Wash CareRub surface cleanDamp cloth remove dustDo not machine wash Wash CareRub surface cleanDamp cloth remove dustDo not machine wash,Summer,Apparel,Topwear,Pink/Purple,short sleeve,boat neck
58489,Women,"Beige knitted dress round neck, short sleeves, woven grey skirt below waist elastication, elasticated black belt interlocking clasp glittering denim fabric golden rivets overlay style",Summer,Apparel,Dress,Brown,sleeveless,round neck
58490,Women,White sleeveless sheath dress inset cowls at neck,Fall,Apparel,Dress,White,long sleeve,turtle neck
58491,Women,"Knee-length woven shorts green white stripes, waistband zippered buttoned closure, two insert pockets front, upturned hem",Fall,Apparel,shirt,Green,long sleeve,turtle neck
58492,Women,"Olive green knitted dress boat neck, drop down arm openings three quarter sleeves gathers at cuff, elasticated cuff band, panel above hemline darker shade",Fall,Apparel,Dress,Green,long sleeve,turtle neck
58493,Women,"Grey knitted dress boat neck, gathers at shoulders button tab each side, woven, check patterned skirt below waist elastication",Fall,Apparel,Dress,Black/Gray,long sleeve,turtle neck
58494,Women,"Purple knitted dress short extended sleeves, square neck, panel gathers at front, cowled pockets sides",Fall,Apparel,Dress,Pink/Purple,long sleeve,turtle neck
58495,Women,"White knitted sleeveless dress V-neck, black binding at neckline arm openings, print front black foil print, curved panel above hem gathers",Summer,Apparel,Topwear,White,sleeveless,round neck
